"","Date","SPX","GLD","USO","SLV","EUR.USD","day","month","year","lag_SPX","lag_GLD","lag_USO","lag_SLV","lag_EUR.USD","norm_SPX","norm_USO","norm_SLV","norm_EUR.USD","gold_label"
"1",2008-01-02,1447.160034,84.860001,78.470001,15.18,1.471692,2,1,2008,NA,NA,NA,NA,NA,0.350870072085121,0.643809341385792,0.164800841697518,0.77292403229293,"Same"
"2",2008-01-03,1447.160034,85.57,78.370003,15.285,1.474491,3,1,2008,1447.160034,84.860001,78.470001,15.18,1.471692,0.350870072085121,0.642896284434908,0.167534504948425,0.777924469987548,"Up"
"3",2008-01-04,1411.630005,85.129997,77.309998,15.167,1.475492,4,1,2008,1447.160034,85.57,78.370003,15.285,1.474491,0.334693147029605,0.633217641529831,0.164462388152168,0.779712765140214,"Down"
"4",2008-01-07,1416.180054,84.769997,75.5,15.053,1.468299,7,1,2008,1411.630005,85.129997,77.309998,15.167,1.475492,0.336764797510721,0.616690998447106,0.161494410908327,0.766862408463763,"Down"
"5",2008-01-08,1390.189941,86.779999,76.059998,15.59,1.557099,8,1,2008,1416.180054,84.769997,75.5,15.053,1.468299,0.324931423826017,0.621804201374976,0.175475145820107,0.925504376052924,"Up"
"6",2008-01-09,1409.130005,86.550003,75.25,15.52,1.466405,9,1,2008,1390.189941,86.779999,76.059998,15.59,1.557099,0.333554889792641,0.614408310416135,0.173652703652835,0.763478761091986,"Down"
"7",2008-01-10,1420.329956,88.25,74.019997,16.061001,1.4801,10,1,2008,1409.130005,86.550003,75.25,15.52,1.466405,0.338654259904398,0.603177457911501,0.187737604151919,0.787944996971868,"Up"
"8",2008-01-11,1401.02002,88.580002,73.089996,16.077,1.479006,11,1,2008,1420.329956,88.25,74.019997,16.061001,1.4801,0.329862390145474,0.594685849305537,0.188154136326693,0.785990556515308,"Up"
"9",2008-01-14,1416.25,89.540001,74.25,16.280001,1.4869,14,1,2008,1401.02002,88.580002,73.089996,16.077,1.479006,0.336796644127,0.605277558292251,0.193439244646667,0.800093255751218,"Up"
"10",2008-01-15,1380.949951,87.989998,72.779999,15.834,1.48021,15,1,2008,1416.25,89.540001,74.25,16.280001,1.4869,0.320724429631228,0.59185534353939,0.181827658517452,0.78814151292271,"Down"
"11",2008-01-16,1373.199951,86.699997,71.849998,15.654,1.466405,16,1,2008,1380.949951,87.989998,72.779999,15.834,1.48021,0.317195832196639,0.583363734933426,0.177141378658754,0.763478761091986,"Down"
"12",2008-01-17,1333.25,86.5,71.029999,15.717,1.464,17,1,2008,1373.199951,86.699997,71.849998,15.654,1.466405,0.299006503859797,0.575876527322593,0.178781576609298,0.759182207803112,"Down"
"13",2008-01-18,1325.189941,87.419998,71.540001,16.030001,1.461796,18,1,2008,1333.25,86.5,71.029999,15.717,1.464,0.295336735664955,0.580533229167278,0.186930522620699,0.755244742751688,"Up"
"14",2008-01-22,1310.5,88.169998,70.550003,15.902,1.464794,22,1,2008,1325.189941,87.419998,71.540001,16.030001,1.461796,0.288648363003426,0.571493802826138,0.183598030908515,0.760600695666466,"Up"
"15",2008-01-23,1338.599976,87.889999,69.5,15.9,1.463208,23,1,2008,1310.5,88.169998,70.550003,15.902,1.464794,0.301442363419631,0.561906485703803,0.183545961132307,0.757767292957047,"Down"
"16",2008-01-24,1352.069946,90.080002,70.93,16.299999,1.47741,24,1,2008,1338.599976,87.889999,69.5,15.9,1.463208,0.307575279753306,0.574963461240957,0.193959890338969,0.783139288719448,"Up"
"17",2008-01-25,1330.609985,90.300003,71.910004,16.298,1.467502,25,1,2008,1352.069946,90.080002,70.93,16.299999,1.47741,0.29780449738802,0.583911634845372,0.193907846597649,0.765438561074478,"Up"
"18",2008-01-28,1353.959961,91.75,72.349998,16.549999,1.478809,28,1,2008,1330.609985,90.300003,71.910004,16.298,1.467502,0.308435809053994,0.587929110995368,0.200468612364937,0.785638614312436,"Up"
"19",2008-01-29,1362.300049,91.150002,72.980003,16.534,1.477192,29,1,2008,1353.959961,91.75,72.349998,16.549999,1.478809,0.31223307526316,0.593681530487175,0.200052080190163,0.782749829835052,"Down"
"20",2008-01-30,1355.810059,92.059998,73.080002,16.674999,1.483107,30,1,2008,1362.300049,91.150002,72.980003,16.534,1.477192,0.309278164029031,0.594594596568811,0.203722973377921,0.793317028464442,"Up"
"21",2008-01-31,1378.550049,91.400002,72.349998,16.818001,1.486503,31,1,2008,1355.810059,92.059998,73.080002,16.674999,1.483107,0.319631747303426,0.587929110995368,0.207446014446551,0.799384011819541,"Down"
"22",2008-02-01,1395.420044,89.349998,70.470001,16.618999,1.479991,1,2,2008,1378.550049,91.400002,72.349998,16.818001,1.486503,0.327312704861944,0.570763324394723,0.202265019644104,0.78775026752967,"Down"
"23",2008-02-04,1380.819946,89.099998,71.370003,16.514999,1.4828,4,2,2008,1395.420044,89.349998,70.470001,16.618999,1.479991,0.320665237978391,0.578981019567722,0.199557391281301,0.792768570310727,"Down"
"24",2008-02-05,1336.640015,87.68,70.150002,16.167,1.463807,5,2,2008,1380.819946,89.099998,71.370003,16.514999,1.4828,0.300549987502664,0.567841492845832,0.190497276256042,0.758837411634816,"Down"
"25",2008-02-06,1326.449951,88.949997,69.019997,16.375,1.46171,6,2,2008,1336.640015,87.68,70.150002,16.167,1.463807,0.295910421865414,0.557523697292083,0.195912532981647,0.755091103008302,"Up"
"26",2008-02-07,1336.910034,89.849998,69.800003,16.67,1.44789,7,2,2008,1326.449951,88.949997,69.019997,16.375,1.46171,0.300672927935011,0.564645738733225,0.20359282497229,0.730401553547917,"Up"
"27",2008-02-08,1331.290039,91,72.900002,17.025999,1.557099,8,2,2008,1336.910034,89.849998,69.800003,16.67,1.44789,0.298114127942831,0.592951061186512,0.212861219102381,0.925504376052924,"Up"
"28",2008-02-11,1339.130005,91.330002,74.550003,17.4,1.4502,11,2,2008,1331.290039,91,72.900002,17.025999,1.557099,0.301683687157651,0.608016811321673,0.222598293288117,0.734528388515608,"Up"
"29",2008-02-12,1348.859985,89.330002,73.589996,17.033001,1.458194,12,2,2008,1339.130005,91.330002,74.550003,17.4,1.4502,0.306113775217857,0.599251225367479,0.213043515388884,0.74880973861592,"Down"
"30",2008-02-13,1367.209961,89.440002,74.110001,17.132,1.455604,13,2,2008,1348.859985,89.330002,73.589996,17.033001,1.458194,0.314468572409903,0.603999262125659,0.215620943276279,0.744182681227903,"Up"
"31",2008-02-14,1348.859985,89.709999,75.760002,17.087,1.464408,14,2,2008,1367.209961,89.440002,74.110001,17.132,1.455604,0.306113775217857,0.61906501226082,0.214449373311605,0.759911103329873,"Up"
"32",2008-02-15,1349.98999,89.150002,75.93,16.952,1.46761,15,2,2008,1348.859985,89.709999,75.760002,17.087,1.464408,0.306628269765479,0.620617221860376,0.210934663417582,0.765631504008032,"Down"
"33",2008-02-19,1348.780029,91.580002,78.809998,17.378,1.472993,19,2,2008,1349.98999,89.150002,75.93,16.952,1.46761,0.306077371019601,0.646913769715656,0.222025525749832,0.775248280038803,"Up"
"34",2008-02-20,1360.030029,93.239998,79.32,17.700001,1.472299,20,2,2008,1348.780029,91.580002,78.809998,17.378,1.472993,0.311199528585939,0.651570471560341,0.230408785754167,0.774008443039852,"Up"
"35",2008-02-21,1342.530029,93.25,77.330002,17.695999,1.481503,21,2,2008,1360.030029,93.239998,79.32,17.700001,1.472299,0.303231727927192,0.633400293095317,0.230304594131976,0.790451468599431,"Up"
"36",2008-02-22,1353.109985,93.389999,78.599998,17.916,1.482602,22,2,2008,1342.530029,93.25,77.330002,17.695999,1.481503,0.308048812520696,0.644996311769641,0.236032295549716,0.792414841599211,"Up"
"37",2008-02-25,1371.800049,92.739998,78.739998,17.99,1.483591,25,2,2008,1353.109985,93.389999,78.599998,17.916,1.482602,0.316558452763623,0.646274617066985,0.237958877269403,0.794181698648149,"Down"
"38",2008-02-26,1381.290039,93.709999,80.099998,18.6,1.49961,26,2,2008,1371.800049,92.739998,78.739998,17.99,1.483591,0.320879272682109,0.658692439955466,0.253840159012765,0.822799780616739,"Up"
"39",2008-02-27,1380.02002,94.779999,78.919998,19.132999,1.511807,27,2,2008,1381.290039,93.709999,80.099998,18.6,1.49961,0.320301029354977,0.647918152449284,0.267716728337242,0.844589826547876,"Up"
"40",2008-02-28,1367.680054,95.989998,81.480003,19.666,1.519595,28,2,2008,1380.02002,94.779999,78.919998,19.132999,1.511807,0.314682607113621,0.671292923540187,0.281593349731494,0.85850315586752,"Up"
"41",2008-02-29,1330.630005,96.18,80.419998,19.667999,1.519203,29,2,2008,1367.680054,95.989998,81.480003,19.666,1.519595,0.297813612551974,0.661614280635109,0.281645393472814,0.857802844479063,"Up"
"42",2008-03-03,1331.339966,97.239998,81.32,20.163,1.520011,3,3,2008,1330.630005,96.18,80.419998,19.667999,1.519203,0.298136859850459,0.669831975808109,0.294532689119119,0.859246343463433,"Up"
"43",2008-03-04,1326.75,95.18,79.400002,19.620001,1.521005,4,3,2008,1331.339966,97.239998,81.32,20.163,1.520011,0.296047035043691,0.652300949991756,0.280395770913604,0.861022133055591,"Down"
"44",2008-03-05,1333.699951,97.720001,83.300003,20.621,1.527697,5,3,2008,1326.75,95.18,79.400002,19.620001,1.521005,0.299211367852609,0.687910892405655,0.306456667870693,0.872977448901387,"Up"
"45",2008-03-06,1304.339966,96.5,83.889999,20.075001,1.538509,6,3,2008,1333.699951,97.720001,83.300003,20.621,1.527697,0.285843681691248,0.693297999635738,0.292241645000867,0.892293180360553,"Down"
"46",2008-03-07,1293.369995,96.089996,83.730003,20.040001,1.533601,7,3,2008,1304.339966,96.5,83.889999,20.075001,1.538509,0.280849022139234,0.691837115818925,0.291330423917231,0.883524995935693,"Down"
"47",2008-03-10,1273.369995,95.870003,85.629997,19.475,1.534095,10,3,2008,1293.369995,96.089996,83.730003,20.040001,1.533601,0.271742964243523,0.709185490069791,0.276620686103655,0.88440753120584,"Down"
"48",2008-03-11,1320.650024,95.989998,86.339996,19.52,1.534189,11,3,2008,1273.369995,95.870003,85.629997,19.475,1.534095,0.293269698312769,0.715668314946997,0.277792256068329,0.884575463018378,"Up"
"49",2008-03-12,1308.77002,97.010002,86.919998,19.969999,1.554002,12,3,2008,1320.650024,95.989998,86.339996,19.52,1.534189,0.287860698101505,0.720964169440353,0.289507929680184,0.919971558782387,"Up"
"50",2008-03-13,1315.47998,98.339996,87.209999,20.406,1.562207,13,3,2008,1308.77002,97.010002,86.919998,19.969999,1.554002,0.2909157623134,0.723612096687032,0.300859166928361,0.934629862206588,"Up"
"51",2008-03-14,1288.140015,98.709999,86.510002,20.421,1.561792,14,3,2008,1315.47998,98.339996,87.209999,20.406,1.562207,0.278467797105564,0.71722059759257,0.301249690249919,0.933888461119319,"Up"
"52",2008-03-17,1276.599976,99.169998,83.300003,19.98,1.574803,17,3,2008,1288.140015,98.709999,86.510002,20.421,1.561792,0.273213583942925,0.687910892405655,0.289768304596111,0.95713272508669,"Up"
"53",2008-03-18,1330.73999,96.5,85.800003,19.379,1.565803,18,3,2008,1276.599976,99.169998,83.300003,19.98,1.574803,0.297863689040857,0.710737772715364,0.274121336845683,0.941054147290492,"Down"
"54",2008-03-19,1298.420044,93.040001,82.290001,18.250999,1.563893,19,3,2008,1330.73999,96.5,85.800003,19.379,1.565803,0.283148324067743,0.678688814499028,0.244753957029625,0.93764191578041,"Down"
"55",2008-03-20,1329.51001,89.910004,81.300003,16.701,1.544211,20,3,2008,1298.420044,93.040001,82.290001,18.250999,1.563893,0.297303675586328,0.669649388157888,0.20439990650351,0.902479852648767,"Down"
"56",2008-03-24,1349.880005,90.099998,80.260002,16.787001,1.543496,24,3,2008,1329.51001,89.910004,81.300003,16.701,1.544211,0.306578193276596,0.660153396818296,0.206638932915331,0.901202498968291,"Up"
"57",2008-03-25,1352.98999,92.730003,81.470001,17.775,1.561207,25,3,2008,1349.880005,90.099998,80.260002,16.787001,1.543496,0.307994178449836,0.671201597757443,0.23236137632707,0.932843353562566,"Up"
"58",2008-03-26,1341.130005,93.800003,84.809998,18.225,1.582404,26,3,2008,1352.98999,92.730003,81.470001,17.775,1.561207,0.302594292947222,0.701698282458959,0.244077075973813,0.970711977289902,"Up"
"59",2008-03-27,1325.76001,93.459999,85.730003,18.32,1.581403,27,3,2008,1341.130005,93.800003,84.809998,18.225,1.582404,0.295596289730882,0.710098620066692,0.246550390343681,0.968923682137236,"Down"
"60",2008-03-28,1315.219971,91.879997,84.370003,17.75,1.576094,28,3,2008,1325.76001,93.459999,85.730003,18.32,1.581403,0.29079737946303,0.69768079717821,0.231710504124473,0.959439107746123,"Down"
"61",2008-04-01,1370.180054,86.860001,81.059998,16.6,1.567791,1,4,2008,1315.219971,91.879997,84.370003,17.75,1.576094,0.315820864350585,0.667457961994395,0.201770382805019,0.944605726474808,"Down"
"62",2008-04-02,1367.530029,89.269997,83.779999,17.246,1.566711,2,4,2008,1370.180054,86.860001,81.059998,16.6,1.567791,0.314614300296831,0.692293616902111,0.218588920520121,0.942676297139264,"Up"
"63",2008-04-03,1369.310059,89.419998,83.650002,17.23,1.573688,3,4,2008,1367.530029,89.269997,83.779999,17.246,1.566711,0.315424753108636,0.691106646518262,0.218172362310459,0.955140767948606,"Up"
"64",2008-04-07,1372.540039,91.169998,86.93,17.950001,1.557802,7,4,2008,1369.310059,89.419998,83.650002,17.23,1.573688,0.316895372352736,0.721055495223096,0.236917507780136,0.926760291629671,"Up"
"65",2008-04-08,1365.540039,90.349998,87.190002,17.507,1.582404,8,4,2008,1372.540039,91.169998,86.93,17.950001,1.557802,0.313708252089237,0.72342950903681,0.225384026315232,0.970711977289902,"Down"
"66",2008-04-09,1354.48999,92.290001,88.900002,18.014999,1.574208,9,4,2008,1365.540039,90.349998,87.190002,17.507,1.582404,0.308677132792014,0.739043095168652,0.238609723437111,0.956069752443497,"Up"
"67",2008-04-10,1360.550049,91.769997,88.18,17.812,1.582203,10,4,2008,1354.48999,92.290001,88.900002,18.014999,1.574208,0.311436295197285,0.732468935377951,0.233324667186913,0.970352889052454,"Down"
"68",2008-04-14,1328.319946,91.110001,89.639999,17.514999,1.578607,14,4,2008,1360.550049,91.769997,88.18,17.812,1.582203,0.296761836002148,0.745799824348069,0.225592279385175,0.963928603968551,"Down"
"69",2008-04-15,1334.430054,91.660004,91.440002,17.681999,1.595813,15,4,2008,1328.319946,91.110001,89.639999,17.514999,1.578607,0.299543785862001,0.762235205563316,0.229940105698522,0.994667271697594,"Up"
"70",2008-04-16,1364.709961,93.269997,92.150002,18.153999,1.590204,16,4,2008,1334.430054,91.660004,91.440002,17.681999,1.595813,0.313330315172939,0.768718039571274,0.24222857288355,0.984646744713274,"Up"
"71",2008-04-17,1365.560059,92.559998,92.370003,18.01,1.573391,17,4,2008,1364.709961,93.269997,92.150002,18.153999,1.590204,0.31371736725319,0.77072681416928,0.23847957503148,0.954610174881331,"Down"
"72",2008-04-21,1388.170044,90.25,94.379997,17.267,1.598798,21,4,2008,1365.560059,92.559998,92.370003,18.01,1.573391,0.324011758874749,0.789079571153774,0.219135653170302,1,"Down"
"73",2008-04-22,1375.939941,90.269997,95.080002,17.476999,1.587402,22,4,2008,1388.170044,90.25,94.379997,17.267,1.598798,0.318443357575323,0.795471143294253,0.224602953637227,0.979640947492724,"Up"
"74",2008-04-23,1379.930054,89.220001,95.18,17.000999,1.568406,23,4,2008,1375.939941,90.269997,95.080002,17.476999,1.587402,0.320260067574744,0.796384200245137,0.212210346899784,0.945704429290881,"Down"
"75",2008-04-24,1388.819946,87.220001,93.199997,16.552,1.563697,24,4,2008,1379.930054,89.220001,95.18,17.000999,1.568406,0.324307661136676,0.778305283647591,0.200520708176033,0.937291760086181,"Down"
"76",2008-04-28,1396.369995,87.690002,95.690002,16.84,1.556711,28,4,2008,1388.819946,87.220001,93.199997,16.552,1.563697,0.327745220302148,0.801040902089822,0.208018755949948,0.924811210699043,"Up"
"77",2008-04-29,1390.939941,85.809998,92.989998,16.382,1.562207,29,4,2008,1396.369995,87.690002,95.690002,16.84,1.556711,0.325272900997106,0.776387834832327,0.196094777198374,0.934629862206588,"Down"
"78",2008-05-01,1409.339966,83.989998,90.379997,15.994,1.5434,1,5,2008,1390.939941,85.809998,92.989998,16.382,1.562207,0.333650485643733,0.752556562658239,0.185993240614071,0.901030994138465,"Down"
"79",2008-05-05,1407.48999,86.269997,96.739998,16.573999,1.553591,5,5,2008,1409.339966,83.989998,90.379997,15.994,1.5434,0.33280818621565,0.810628155296891,0.20109344967943,0.919237303729694,"Up"
"80",2008-05-06,1418.26001,86.629997,98.379997,16.73,1.538509,6,5,2008,1407.48999,86.269997,96.739998,16.573999,1.553591,0.337711807498548,0.825602579649308,0.205154918258522,0.892293180360553,"Up"
"81",2008-05-07,1392.569946,85.82,99.800003,16.503,1.546408,7,5,2008,1418.26001,86.629997,98.379997,16.73,1.538509,0.326015046992121,0.838568302449736,0.199244998658943,0.906404812139684,"Down"
"82",2008-05-08,1397.680054,87.239998,100.660004,16.700001,1.548995,8,5,2008,1392.569946,85.82,99.800003,16.503,1.546408,0.328341693957188,0.846420758407028,0.204373897650294,0.911026510001769,"Up"
"83",2008-05-12,1403.579956,86.989998,100.110001,16.997,1.5477,12,5,2008,1397.680054,87.239998,100.660004,16.700001,1.548995,0.331027936416739,0.841398817346636,0.212106233382256,0.90871298130776,"Down"
"84",2008-05-13,1403.040039,85.389999,101.709999,16.554001,1.54691,13,5,2008,1403.579956,86.989998,100.110001,16.997,1.5477,0.330782110643696,0.856008002483345,0.200572803987129,0.907301639478983,"Down"
"85",2008-05-14,1408.660034,85.199997,100.220001,16.365999,1.545094,14,5,2008,1403.040039,85.389999,101.709999,16.554001,1.54691,0.333340910635876,0.842403200080263,0.195678192953824,0.904057339781439,"Down"
"86",2008-05-15,1423.569946,87,100.209999,16.555,1.5596,15,5,2008,1408.660034,85.199997,100.220001,16.365999,1.545094,0.340129436730474,0.84231187429752,0.200598812840344,0.929972434171623,"Up"
"87",2008-05-19,1426.630005,89.389999,102.800003,16.819,1.565411,19,5,2008,1423.569946,87,100.209999,16.555,1.5596,0.341522690451389,0.865960558821387,0.207472023299767,0.940353835902035,"Up"
"88",2008-05-20,1413.400024,90.900002,104.300003,17.5,1.578806,20,5,2008,1426.630005,89.389999,102.800003,16.819,1.565411,0.335499041804131,0.879656687007213,0.225201782098505,0.964284119188711,"Up"
"89",2008-05-21,1390.709961,91.959999,108.309998,17.860001,1.573193,21,5,2008,1413.400024,90.900002,104.300003,17.5,1.578806,0.325168190437364,0.916270957370226,0.234574367850787,0.954256446169815,"Up"
"90",2008-05-22,1394.349976,90.980003,105.629997,17.780001,1.578507,22,5,2008,1390.709961,91.959999,108.309998,17.860001,1.573193,0.326825499803927,0.891800532547465,0.232491576802477,0.963749953104148,"Down"
"91",2008-05-27,1385.349976,89.360001,104.260002,17.256001,1.565607,27,5,2008,1394.349976,90.980003,105.629997,17.780001,1.578507,0.322727773750856,0.879291447791505,0.218849295436048,0.940703991596263,"Down"
"92",2008-05-28,1390.839966,89.139999,105.919998,17.264999,1.551807,28,5,2008,1385.349976,89.360001,104.260002,17.256001,1.565607,0.3252273820902,0.894448459794144,0.219083557359206,0.916050172308759,"Down"
"93",2008-05-29,1398.26001,86.510002,102.260002,16.478001,1.554098,29,5,2008,1390.839966,89.139999,105.919998,17.264999,1.551807,0.328605749602837,0.861029943543738,0.198594152491234,0.920143063612213,"Down"
"94",2008-06-02,1385.670044,87.959999,103.050003,16.642,1.545022,2,6,2008,1398.26001,86.510002,102.260002,16.478001,1.554098,0.322873501637785,0.868243246852358,0.202863848105381,0.903928711159069,"Up"
"95",2008-06-03,1377.650024,86.879997,100.650002,16.587,1.543258,3,6,2008,1385.670044,87.959999,103.050003,16.642,1.545022,0.319221963315546,0.846329432624285,0.201431929259668,0.900777309911014,"Down"
"96",2008-06-04,1377.199951,86.650002,98.980003,16.641001,1.558895,4,6,2008,1377.650024,86.879997,100.650002,16.587,1.543258,0.319017043775782,0.831081085708151,0.202837839252166,0.928712945577587,"Down"
"97",2008-06-05,1404.050049,86.449997,103.949997,16.972,1.578507,5,6,2008,1377.199951,86.650002,98.980003,16.641001,1.558895,0.331241971120458,0.876460868979341,0.21145536117966,0.963749953104148,"Down"
"98",2008-06-09,1361.76001,87.989998,109.050003,16.944,1.546408,9,6,2008,1404.050049,86.449997,103.949997,16.972,1.578507,0.311987193943163,0.92302775959566,0.210726384312751,0.906404812139684,"Up"
"99",2008-06-10,1358.439941,85.550003,107.019997,16.440001,1.555791,10,6,2008,1361.76001,87.989998,109.050003,16.944,1.546408,0.310475556916575,0.904492277999664,0.197604826743287,0.923167622746543,"Down"
"100",2008-06-11,1335.48999,87.019997,110.989998,16.700001,1.546097,11,6,2008,1358.439941,85.550003,107.019997,16.440001,1.555791,0.300026377791088,0.940741373062234,0.204373897650294,0.905849207951393,"Up"
"101",2008-06-12,1339.869995,85.599998,111.269997,16.35,1.536901,12,6,2008,1335.48999,87.019997,110.989998,16.700001,1.546097,0.302020606746764,0.943297974526169,0.19526166077905,0.889420474460966,"Down"
"102",2008-06-16,1360.140015,87.010002,108.989998,16.950001,1.552193,16,6,2008,1339.869995,85.599998,111.269997,16.35,1.536901,0.311249605530125,0.922479868814467,0.210882619676262,0.916739764645351,"Up"
"103",2008-06-17,1350.930054,87.25,108.68,16.902,1.553808,17,6,2008,1360.140015,87.010002,108.989998,16.950001,1.552193,0.307056283625963,0.919649353917567,0.209632919012388,0.919624976105447,"Up"
"104",2008-06-18,1337.810059,88.279999,110.889999,17.188999,1.550989,18,6,2008,1350.930054,87.25,108.68,16.902,1.553808,0.30108271192289,0.939828306980598,0.217104905863312,0.914588808237949,"Up"
"105",2008-06-19,1342.829956,88.419998,106.910004,17.153,1.562793,19,6,2008,1337.810059,88.279999,110.889999,17.188999,1.550989,0.303368285558516,0.903487959181301,0.216167675926461,0.935676756271986,"Up"
"106",2008-06-23,1318,87.089996,110.919998,16.629999,1.557002,23,6,2008,1342.829956,88.419998,106.910004,17.153,1.562793,0.292063134714318,0.940102220413562,0.202551403413247,0.925331084714453,"Down"
"107",2008-06-24,1314.290039,87.470001,110.949997,16.492001,1.567398,24,6,2008,1318,87.089996,110.919998,16.629999,1.557002,0.290373978731476,0.940376133846527,0.198958640924688,0.943903628577707,"Up"
"108",2008-06-25,1321.969971,87.419998,108.5,16.625999,1.575299,25,6,2008,1314.290039,87.470001,110.949997,16.492001,1.567398,0.293870674002832,0.918005818535268,0.202447263860831,0.958018833374125,"Down"
"109",2008-06-26,1283.150024,90.610001,113.120003,17.025,1.575299,26,6,2008,1321.969971,87.419998,108.5,16.625999,1.575299,0.27619583975831,0.960189920739867,0.212835210249165,0.958018833374125,"Up"
"110",2008-07-01,1284.910034,92.660004,114.589996,17.9,1.587806,1,7,2008,1283.150024,90.610001,113.120003,17.025,1.575299,0.276997177406161,0.973612062446711,0.235615737340054,0.98036269698491,"Up"
"111",2008-07-02,1261.52002,93.169998,116.839996,18.215,1.570007,2,7,2008,1284.910034,92.660004,114.589996,17.9,1.587806,0.266347636322886,0.99415625472545,0.243816727092774,0.94856462962996,"Up"
"112",2008-07-03,1262.900024,92.059998,116.82,18.000999,1.571388,3,7,2008,1261.52002,93.169998,116.839996,18.215,1.570007,0.266975956138902,0.99397367620598,0.238245235003657,0.951031798067355,"Down"
"113",2008-07-07,1252.310059,91.230003,114.949997,17.6,1.53339,7,7,2008,1262.900024,92.059998,116.82,18.000999,1.571388,0.262154314418724,0.976899142342061,0.227805270908892,0.883148042611804,"Down"
"114",2008-07-08,1273.699951,90.860001,109.919998,17.664,1.573589,8,7,2008,1252.310059,91.230003,114.949997,17.6,1.53339,0.271893194165475,0.930971468289679,0.22947150374754,0.954963903592847,"Down"
"115",2008-07-09,1244.689941,91.5,109.650002,17.950001,1.578507,9,7,2008,1273.699951,90.860001,109.919998,17.664,1.573589,0.258684852634716,0.928506201739238,0.236917507780136,0.963749953104148,"Up"
"116",2008-07-10,1253.390015,93.529999,114.339996,18.120001,1.594896,10,7,2008,1244.689941,91.5,109.650002,17.950001,1.578507,0.262646021511765,0.97132937441574,0.241343438757794,0.993029043271026,"Up"
"117",2008-07-14,1228.300049,95.910004,117.480003,18.934999,1.589901,14,7,2008,1253.390015,93.529999,114.339996,18.120001,1.594896,0.251222487361893,1,0.262561820492675,0.984105432594136,"Up"
"118",2008-07-15,1214.910034,96.169998,112.389999,18.700001,1.582203,15,7,2008,1228.300049,95.910004,117.480003,18.934999,1.589901,0.245125974771171,0.953524435166423,0.256443673858041,0.970352889052454,"Up"
"119",2008-07-16,1245.359985,94.440002,109.25,18.545,1.58559,16,7,2008,1214.910034,96.169998,112.389999,18.700001,1.582203,0.25898992560755,0.924853882628181,0.252408240167052,0.976403793829757,"Down"
"120",2008-07-17,1260.319946,94.220001,105.529999,18.32,1.585389,17,7,2008,1245.359985,94.440002,109.25,18.545,1.58559,0.265801239156729,0.890887475596581,0.246550390343681,0.976044705592308,"Down"
"121",2008-07-21,1260,95.120003,106.669998,18.228001,1.579205,21,7,2008,1260.319946,94.220001,105.529999,18.32,1.585389,0.265655566816754,0.901296523887057,0.244155206673013,0.964996936137676,"Up"
"122",2008-07-22,1277,93.059998,103.32,17.759001,1.569243,22,7,2008,1260,95.120003,106.669998,18.228001,1.579205,0.273395716028109,0.87070852253355,0.231944844152296,0.947199737025928,"Down"
"123",2008-07-23,1282.189941,90.57,100.019997,17.190001,1.568874,23,7,2008,1277,93.059998,103.32,17.759001,1.569243,0.275758711189175,0.840577013132478,0.217130992821192,0.946540515336284,"Down"
"124",2008-07-24,1252.540039,91.330002,101.459999,17.26,1.5673,24,7,2008,1282.189941,90.57,100.019997,17.190001,1.568874,0.262259024978467,0.853725314452375,0.218953408953575,0.943728550730593,"Up"
"125",2008-07-28,1234.369995,91.730003,100.540001,17.360001,1.55909,28,7,2008,1252.540039,91.330002,101.459999,17.26,1.5673,0.253986151346886,0.845325040759906,0.221556923798851,0.929061314763172,"Up"
"126",2008-07-29,1263.199951,90.589996,98.040001,17.190001,1.557366,29,7,2008,1234.369995,91.730003,100.540001,17.360001,1.55909,0.267112513770226,0.822498160450197,0.217130992821192,0.925981373860878,"Down"
"127",2008-07-30,1284.26001,89.519997,102.129997,17.360001,1.559308,30,7,2008,1263.199951,90.589996,98.040001,17.190001,1.557366,0.276701219597281,0.859842900113872,0.221556923798851,0.929450773647568,"Down"
"128",2008-08-07,1266.069946,86.089996,96.440002,16.07,1.504891,7,8,2008,1284.26001,89.519997,102.129997,17.360001,1.559308,0.268419230801746,0.807888966182735,0.187971892109966,0.832234332765819,"Down"
"129",2008-08-25,1266.839966,80.93,93.099998,13.33,1.464794,25,8,2008,1266.069946,86.089996,96.440002,16.07,1.504891,0.268769823136789,0.777392217565955,0.116636298705353,0.760600695666466,"Down"
"130",2008-08-26,1271.51001,81.230003,93.900002,13.45,1.472581,26,8,2008,1266.839966,80.93,93.099998,13.33,1.464794,0.270896107688765,0.78469685578807,0.119760485277817,0.774512238477466,"Up"
"131",2008-08-27,1281.660034,81.360001,95.660004,13.35,1.47141,27,8,2008,1271.51001,81.230003,93.900002,13.45,1.472581,0.275517442998108,0.80076699778761,0.11715699646743,0.772420236855316,"Up"
"132",2008-08-28,1300.680054,82.18,93.389999,13.55,1.467093,28,8,2008,1281.660034,81.360001,95.660004,13.35,1.47141,0.284177313162988,0.780040144812633,0.122363974088205,0.764707879039073,"Up"
"133",2008-09-02,1277.579956,79.199997,89.190002,12.94,1.448604,2,9,2008,1300.680054,82.18,93.389999,13.55,1.467093,0.273659771673757,0.741691013284578,0.106482692344842,0.731677120719749,"Down"
