,antecedent,consequent,support,confidence,lift
206,frozenset({'USO_Same'}),"frozenset({'GLD_Same', 'SPX_Same'})",0.23416339012669288,1.0,2.0566037735849054
207,"frozenset({'USO_Same', 'SPX_Same'})",frozenset({'GLD_Same'}),0.23416339012669288,1.0,2.330957230142566
208,"frozenset({'USO_Same', 'GLD_Same'})",frozenset({'SPX_Same'}),0.23416339012669288,1.0,2.0566037735849054
209,frozenset({'SLV_Up'}),"frozenset({'GLD_Same', 'SPX_Same'})",0.3735255570117955,1.0,2.0566037735849054
210,frozenset({'SPX_Same'}),"frozenset({'SLV_Up', 'GLD_Same'})",0.3735255570117955,0.7681940700808625,2.056603773584906
211,frozenset({'GLD_Same'}),"frozenset({'SLV_Up', 'SPX_Same'})",0.3735255570117955,0.870672097759674,2.330957230142566
212,"frozenset({'SLV_Up', 'SPX_Same'})",frozenset({'GLD_Same'}),0.3735255570117955,1.0,2.330957230142566
213,"frozenset({'SLV_Up', 'GLD_Same'})",frozenset({'SPX_Same'}),0.3735255570117955,1.0,2.0566037735849054
214,"frozenset({'GLD_Same', 'SPX_Same'})",frozenset({'SLV_Up'}),0.3735255570117955,0.7681940700808625,2.056603773584906
215,frozenset({'USO_Same'}),frozenset({'GLD_Same'}),0.23416339012669288,1.0,2.330957230142566
216,frozenset({'SLV_Up'}),frozenset({'GLD_Same'}),0.3735255570117955,1.0,2.330957230142566
217,frozenset({'GLD_Same'}),frozenset({'SLV_Up'}),0.3735255570117955,0.870672097759674,2.330957230142566
218,frozenset({'USO_Down'}),frozenset({'GLD_Down'}),0.3831367409349061,1.0,3.6391096979332276
219,frozenset({'GLD_Down'}),frozenset({'USO_Down'}),0.3831367409349061,1.3942766295707474,3.6391096979332276
220,frozenset({'USO_Down'}),"frozenset({'SLV_Down', 'GLD_Down'})",0.3420707732634338,0.8928164196123147,2.6100342075256555
221,frozenset({'SLV_Down'}),"frozenset({'USO_Down', 'GLD_Down'})",0.3420707732634338,1.0,2.6100342075256555
222,frozenset({'GLD_Down'}),"frozenset({'USO_Down', 'SLV_Down'})",0.3420707732634338,1.2448330683624802,3.6391096979332276
223,"frozenset({'USO_Down', 'SLV_Down'})",frozenset({'GLD_Down'}),0.3420707732634338,1.0,3.6391096979332276
224,"frozenset({'USO_Down', 'GLD_Down'})",frozenset({'SLV_Down'}),0.3420707732634338,0.8928164196123147,2.6100342075256555
225,"frozenset({'SLV_Down', 'GLD_Down'})",frozenset({'USO_Down'}),0.3420707732634338,1.0,2.6100342075256555
226,frozenset({'USO_Down'}),"frozenset({'SLV_Down', 'SPX_Same', 'GLD_Down'})",0.48623853211009177,1.2690992018244014,2.6100342075256555
227,frozenset({'SLV_Down'}),"frozenset({'USO_Down', 'SPX_Same', 'GLD_Down'})",0.48623853211009177,1.421455938697318,2.9233716475095783
228,frozenset({'SPX_Same'}),"frozenset({'USO_Down', 'SLV_Down', 'GLD_Down'})",0.48623853211009177,1.0,2.9233716475095783
229,frozenset({'GLD_Down'}),"frozenset({'USO_Down', 'SLV_Down', 'SPX_Same'})",0.48623853211009177,1.769475357710652,3.639109697933227
230,"frozenset({'USO_Down', 'SLV_Down'})","frozenset({'SPX_Same', 'GLD_Down'})",0.48623853211009177,1.421455938697318,2.9233716475095783
231,"frozenset({'USO_Down', 'SPX_Same'})","frozenset({'SLV_Down', 'GLD_Down'})",0.48623853211009177,1.0,2.9233716475095783
232,"frozenset({'USO_Down', 'GLD_Down'})","frozenset({'SLV_Down', 'SPX_Same'})",0.48623853211009177,1.2690992018244014,2.6100342075256555
233,"frozenset({'SLV_Down', 'SPX_Same'})","frozenset({'USO_Down', 'GLD_Down'})",0.48623853211009177,1.0,2.6100342075256555
234,"frozenset({'SLV_Down', 'GLD_Down'})","frozenset({'USO_Down', 'SPX_Same'})",0.48623853211009177,1.421455938697318,2.9233716475095783
235,"frozenset({'SPX_Same', 'GLD_Down'})","frozenset({'USO_Down', 'SLV_Down'})",0.48623853211009177,1.0,2.9233716475095783
236,"frozenset({'USO_Down', 'SLV_Down', 'SPX_Same'})",frozenset({'GLD_Down'}),0.48623853211009177,1.0,3.6391096979332276
237,"frozenset({'USO_Down', 'SLV_Down', 'GLD_Down'})",frozenset({'SPX_Same'}),0.48623853211009177,1.421455938697318,2.9233716475095783
238,"frozenset({'USO_Down', 'SPX_Same', 'GLD_Down'})",frozenset({'SLV_Down'}),0.48623853211009177,1.0,2.9233716475095783
239,"frozenset({'SLV_Down', 'SPX_Same', 'GLD_Down'})",frozenset({'USO_Down'}),0.48623853211009177,1.0,2.6100342075256555
240,frozenset({'USO_Down'}),"frozenset({'SPX_Same', 'GLD_Down'})",0.48623853211009177,1.2690992018244014,2.6100342075256555
241,frozenset({'SPX_Same'}),"frozenset({'USO_Down', 'GLD_Down'})",0.48623853211009177,1.0,2.6100342075256555
242,frozenset({'GLD_Down'}),"frozenset({'USO_Down', 'SPX_Same'})",0.48623853211009177,1.769475357710652,3.639109697933227
243,"frozenset({'USO_Down', 'SPX_Same'})",frozenset({'GLD_Down'}),0.48623853211009177,1.0,3.6391096979332276
244,"frozenset({'USO_Down', 'GLD_Down'})",frozenset({'SPX_Same'}),0.48623853211009177,1.2690992018244014,2.6100342075256555
245,"frozenset({'SPX_Same', 'GLD_Down'})",frozenset({'USO_Down'}),0.48623853211009177,1.0,2.6100342075256555
246,frozenset({'SLV_Down'}),frozenset({'GLD_Down'}),0.3420707732634338,1.0,3.6391096979332276
247,frozenset({'GLD_Down'}),frozenset({'SLV_Down'}),0.3420707732634338,1.2448330683624802,3.6391096979332276
248,frozenset({'SLV_Down'}),"frozenset({'SPX_Same', 'GLD_Down'})",0.48623853211009177,1.421455938697318,2.9233716475095783
249,frozenset({'SPX_Same'}),"frozenset({'SLV_Down', 'GLD_Down'})",0.48623853211009177,1.0,2.9233716475095783
250,frozenset({'GLD_Down'}),"frozenset({'SLV_Down', 'SPX_Same'})",0.48623853211009177,1.769475357710652,3.639109697933227
251,"frozenset({'SLV_Down', 'SPX_Same'})",frozenset({'GLD_Down'}),0.48623853211009177,1.0,3.6391096979332276
252,"frozenset({'SLV_Down', 'GLD_Down'})",frozenset({'SPX_Same'}),0.48623853211009177,1.421455938697318,2.9233716475095783
253,"frozenset({'SPX_Same', 'GLD_Down'})",frozenset({'SLV_Down'}),0.48623853211009177,1.0,2.9233716475095783
254,frozenset({'SPX_Same'}),frozenset({'GLD_Down'}),0.48623853211009177,1.0,3.6391096979332276
255,frozenset({'GLD_Down'}),frozenset({'SPX_Same'}),0.48623853211009177,1.769475357710652,3.639109697933227
256,frozenset({'USO_Down'}),frozenset({'SPX_Down'}),0.3831367409349061,1.0,4.427466150870406
257,frozenset({'SPX_Down'}),frozenset({'USO_Down'}),0.3831367409349061,1.6963249516441006,4.427466150870406
258,frozenset({'SLV_Down'}),"frozenset({'USO_Down', 'SPX_Down'})",0.3420707732634338,1.0,2.6100342075256555
259,frozenset({'USO_Down'}),"frozenset({'SPX_Down', 'SLV_Down'})",0.3420707732634338,0.8928164196123147,2.6100342075256555
260,frozenset({'SPX_Down'}),"frozenset({'USO_Down', 'SLV_Down'})",0.3420707732634338,1.514506769825919,4.427466150870407
261,"frozenset({'USO_Down', 'SLV_Down'})",frozenset({'SPX_Down'}),0.3420707732634338,1.0,4.427466150870406
262,"frozenset({'SPX_Down', 'SLV_Down'})",frozenset({'USO_Down'}),0.3420707732634338,1.0,2.6100342075256555
263,"frozenset({'USO_Down', 'SPX_Down'})",frozenset({'SLV_Down'}),0.3420707732634338,0.8928164196123147,2.6100342075256555
264,frozenset({'SLV_Down'}),frozenset({'SPX_Down'}),0.3420707732634338,1.0,4.427466150870406
265,frozenset({'SPX_Down'}),frozenset({'SLV_Down'}),0.3420707732634338,1.514506769825919,4.427466150870407
266,frozenset({'USO_Down'}),frozenset({'SLV_Down'}),0.3420707732634338,0.8928164196123147,2.6100342075256555
267,frozenset({'SLV_Down'}),frozenset({'USO_Down'}),0.3420707732634338,1.0,2.6100342075256555
268,frozenset({'USO_Down'}),"frozenset({'SLV_Down', 'SPX_Same'})",0.48623853211009177,1.2690992018244014,2.6100342075256555
269,frozenset({'SLV_Down'}),"frozenset({'USO_Down', 'SPX_Same'})",0.48623853211009177,1.421455938697318,2.9233716475095783
270,frozenset({'SPX_Same'}),"frozenset({'USO_Down', 'SLV_Down'})",0.48623853211009177,1.0,2.9233716475095783
271,"frozenset({'USO_Down', 'SLV_Down'})",frozenset({'SPX_Same'}),0.48623853211009177,1.421455938697318,2.9233716475095783
272,"frozenset({'USO_Down', 'SPX_Same'})",frozenset({'SLV_Down'}),0.48623853211009177,1.0,2.9233716475095783
273,"frozenset({'SLV_Down', 'SPX_Same'})",frozenset({'USO_Down'}),0.48623853211009177,1.0,2.6100342075256555
274,frozenset({'USO_Down'}),frozenset({'SPX_Same'}),0.48623853211009177,1.2690992018244014,2.6100342075256555
275,frozenset({'SPX_Same'}),frozenset({'USO_Down'}),0.48623853211009177,1.0,2.6100342075256555
276,frozenset({'SLV_Down'}),frozenset({'SPX_Same'}),0.48623853211009177,1.421455938697318,2.9233716475095783
277,frozenset({'SPX_Same'}),frozenset({'SLV_Down'}),0.48623853211009177,1.0,2.9233716475095783
278,frozenset({'USO_Same'}),frozenset({'SPX_Same'}),0.23416339012669288,1.0,2.0566037735849054
279,frozenset({'GLD_Up'}),frozenset({'SPX_Same'}),0.2961992136304063,1.0,2.0566037735849054
280,frozenset({'GLD_Up'}),"frozenset({'SLV_Up', 'SPX_Same'})",0.3735255570117955,1.2610619469026547,3.3761061946902653
281,frozenset({'SLV_Up'}),"frozenset({'GLD_Up', 'SPX_Same'})",0.3735255570117955,1.0,3.3761061946902653
282,frozenset({'SPX_Same'}),"frozenset({'GLD_Up', 'SLV_Up'})",0.3735255570117955,0.7681940700808625,2.056603773584906
283,"frozenset({'GLD_Up', 'SLV_Up'})",frozenset({'SPX_Same'}),0.3735255570117955,1.0,2.0566037735849054
284,"frozenset({'GLD_Up', 'SPX_Same'})",frozenset({'SLV_Up'}),0.3735255570117955,1.2610619469026547,3.3761061946902653
285,"frozenset({'SLV_Up', 'SPX_Same'})",frozenset({'GLD_Up'}),0.3735255570117955,1.0,3.3761061946902653
286,frozenset({'SLV_Up'}),frozenset({'SPX_Same'}),0.3735255570117955,1.0,2.0566037735849054
287,frozenset({'SPX_Same'}),frozenset({'SLV_Up'}),0.3735255570117955,0.7681940700808625,2.056603773584906
288,frozenset({'GLD_Up'}),frozenset({'SLV_Up'}),0.3735255570117955,1.2610619469026547,3.3761061946902653
289,frozenset({'SLV_Up'}),frozenset({'GLD_Up'}),0.3735255570117955,1.0,3.3761061946902653
